not using,entry complete,accession,length,host,country,state,county,city,isolation,collection_date,latitude,longitude,name,notes,remove
x,,JF920748,10497,Culex pipiens,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5219/2008, complete genome",Not present in Broad dataset,
x,,JF920749,10622,Culex pipiens,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5220/2008, complete genome",Not present in Broad dataset,
x,,JF920750,10622,Culex pipiens,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5222/2008, complete genome",Not present in Broad dataset,
x,,JF920751,10622,Culex restuans,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5223/2008, complete genome",Not present in Broad dataset,
x,,JF920752,10569,Culex pipiens,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5224/2008, complete genome",Not present in Broad dataset,
x,,JF920753,10622,Culex restuans,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5225/2008, complete genome",Not present in Broad dataset,
x,,JF920754,10620,Culex pipiens,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5226/2008, complete genome",Not present in Broad dataset,
x,,JF920755,10622,Culex pipiens,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5227/2008, complete genome",Not present in Broad dataset,
x,,JF920756,10622,Culex pipiens,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5229/2008, complete genome",Not present in Broad dataset,
x,,JF920757,10622,Culex pipiens,USA,Connecticut,,,cell supernatant,2008,,,"West Nile virus isolate WNV-1/US/BID-V5230/2008, complete genome",Not present in Broad dataset,
x,,JF920758,10621,Culiseta melanura,USA,Connecticut,,,cell supernatant,2009,,,"West Nile virus isolate WNV-1/US/BID-V5233/2009, complete genome",Not present in Broad dataset,
x,,JF920759,10616,Culex pipiens,USA,Connecticut,,,cell supernatant,2009,,,"West Nile virus isolate WNV-1/US/BID-V5234/2009, complete genome",Not present in Broad dataset,
x,,JF920760,10497,Culex pipiens,USA,Connecticut,,,cell supernatant,2009,,,"West Nile virus isolate WNV-1/US/BID-V5235/2009, complete genome",Not present in Broad dataset,
x,x,JF957161,11016,Homo sapien,USA,Idaho,,,,2006,,,"West Nile virus isolate ARC10-06, complete genome",,
x,x,JF957162,11016,Homo sapien,USA,Idaho,,,,2006,,,"West Nile virus isolate ARC13-06, complete genome",,
x,x,JF957163,11016,Homo sapien,USA,Idaho,,,,2006,,,"West Nile virus isolate ARC17-06, complete genome",,
x,x,JF957164,11029,Homo sapien,USA,Idaho,,,,2006,,,"West Nile virus isolate ARC23-06, complete genome",,
x,x,JF957165,11016,Homo sapien,USA,Idaho,,,,2006,,,"West Nile virus isolate ARC27-06, complete genome",,
x,x,JF957166,11029,Homo sapien,USA,Utah,,,,2006,,,"West Nile virus isolate ARC33-06, complete genome",,
x,x,JF957167,11016,Homo sapien,USA,North Dakota,,,,2006,,,"West Nile virus isolate BSL106-06, complete genome",,
x,x,JF957168,11016,Homo sapien,USA,Idaho,,,,2007,,,"West Nile virus isolate ARC140-07, complete genome",,
x,x,JF957169,11026,Homo sapien,USA,Colorado,,,,2007,,,"West Nile virus isolate CO4-07, complete genome",,
x,x,JF957170,11029,Homo sapien,USA,Colorado,,,,2007,,,"West Nile virus isolate CO5-07, complete genome",,
x,x,JF957171,11016,Avian,USA,Idaho,,,,2007,,,"West Nile virus isolate ID21bird-07, complete genome",,
x,x,JF957172,11016,Avian,USA,Idaho,,,,2007,,,"West Nile virus isolate ID28bird-07, complete genome",,
x,x,JF957173,11029,Homo sapien,USA,Arizona,,,,2008,,,"West Nile virus isolate BSL173-08, complete genome",,
x,x,JF957174,11029,Homo sapien,USA,Nevada,,,,2008,,,"West Nile virus isolate BSL176-08, complete genome",,
x,x,JF957175,11016,Homo sapien,USA,Nevada,,,,2009,,,"West Nile virus isolate BSL2-09, complete genome",,
x,x,JF957176,11029,Homo sapien,USA,Arizona,,,,2009,,,"West Nile virus isolate BSL5-09, complete genome",,
x,x,JF957177,11029,Homo sapien,USA,Nevada,,,,2009,,,"West Nile virus isolate BSL6-09, complete genome",,
x,x,JF957178,11029,Homo sapien,USA,Nevada,,,,2009,,,"West Nile virus isolate BSL11-09, complete genome",,
x,x,JF957179,11029,Homo sapien,USA,Louisiana,,,,2009,,,"West Nile virus isolate BSL18-09, complete genome",,
x,x,JF957180,11029,Homo sapien,USA,Nevada,,,,2009,,,"West Nile virus isolate BSL20-09, complete genome",,
x,x,JF957181,11029,Homo sapien,USA,South Dakota,,,,2009,,,"West Nile virus isolate BSL22-09, complete genome",,
x,x,JF957182,11029,Homo sapien,USA,Texas,,,,2009,,,"West Nile virus isolate BSL24-09, complete genome",,
x,x,JF957183,11029,Homo sapien,USA,Texas,,,,2009,,,"West Nile virus isolate BSL27-09, complete genome",,
x,x,JF957184,11029,Homo sapien,USA,Colorado,,,,2009,,,"West Nile virus isolate CO7-09, complete genome",,
x,x,JF957185,11029,Homo sapien,USA,Arizona,,,,2010,,,"West Nile virus isolate BSL2-10, complete genome",,
x,x,JF957186,11029,Homo sapien,USA,Arizona,,,,2010,,,"West Nile virus isolate BSL3-10, complete genome",,
x,,JF972636,10623,Culiseta melanura,USA,Connecticut,,,,2008,,,"West Nile virus isolate WNV-1/US/BID-V5228/2008, complete genome",,
x,x,JN051152,10998,Corvus,Mexico,,,,,2003/05,,,"West Nile virus strain TM171-03 subclone pp1 polyprotein precursor, gene, complete cds",Not natural isolates,remove
x,x,JN051153,10998,Corvus,Mexico,,,,,2003/05,,,"West Nile virus strain TM171-03 subclone pp5 polyprotein precursor, gene, complete cds",Not natural isolates,remove
x,,JN183885,10521,Cyanocitta cristata,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4626/2008, complete genome",,
x,,JN183886,10671,Cyanocitta cristata,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4629/2008, complete genome",,
x,,JN183887,10685,Corvus brachyrhynchos,USA,New York,,,brain,2002,,,"West Nile virus isolate WNV-1/US/BID-V4706/2002, complete genome",,
x,,JN183888,10635,Corvus brachyrhynchos,USA,New York,,,brain,2006,,,"West Nile virus isolate WNV-1/US/BID-V4896/2006, complete genome",,
x,,JN183890,10526,Culiseta melanura,USA,Connecticut,,,,2003,,,"West Nile virus isolate WNV-1/US/BID-V4699/2003, complete genome",,
x,,JN183891,10520,Cyanocitta cristata,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4344/2002, complete genome",,
x,,JN183892,10622,Culex pipiens,USA,Illinois,,,,2005,,,"West Nile virus isolate WNV-1/US/BID-V4379/2005, complete genome",,
x,,JN367277,10612,Corvus brachyrhynchos,USA,New York,,,brain,2004,,,"West Nile virus isolate WNV-1/US/BID-V4803/2004, complete genome",,
x,x,JN716371,10754,Phoenicopterus ruber,Colombia,Antioquioa,,Medellín,,2008/07,,,"West Nile virus isolate COL524/08 polyprotein gene, complete cds",,
x,x,JN716372,10754,Phoenicopterus ruber,Colombia,Antioquioa,,Medellín,,2008/07,,,"West Nile virus isolate COL9835/08 polyprotein gene, complete cds",,
x,,JN819305,10692,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5030, complete genome",Not present in Broad dataset,
x,,JN819306,10592,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5031, complete genome",Not present in Broad dataset,
x,,JN819307,10584,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5032, complete genome",Not present in Broad dataset,
x,,JN819309,10464,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5036, complete genome",Not present in Broad dataset,
x,,JN819310,10581,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5037, complete genome",Not present in Broad dataset,
x,,JN819311,10451,Culicidae,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5038, complete genome",Not present in Broad dataset,
x,,JN819312,10584,Culicidae,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5039, complete genome",Not present in Broad dataset,
x,,JN819313,10436,Culicidae,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5040, complete genome",Not present in Broad dataset,
x,,JN819315,10583,Aves,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5042, complete genome",Not present in Broad dataset,
x,,JN819316,10584,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5043, complete genome",Not present in Broad dataset,
x,,JN819317,10594,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5044, complete genome",Not present in Broad dataset,
x,,JN819318,10584,Aves,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5045, complete genome",Not present in Broad dataset,
x,,JN819319,10380,Aves,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5047, complete genome",Not present in Broad dataset,
x,,JN819320,10414,Aves,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5048, complete genome",Not present in Broad dataset,
x,,JN819321,10584,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5051, complete genome",Not present in Broad dataset,
x,,JN819323,10488,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5050, complete genome",Not present in Broad dataset,
x,,JN819324,10588,,USA,,,,,,,,"West Nile virus isolate WNV-1/BID-V5052, complete genome",Not present in Broad dataset,
x,x,JQ700437,11028,Culex pipiens,USA,New York,,,,2003,,,"West Nile virus isolate NY10-03, complete genome",,
x,x,JQ700438,11016,Homo sapiens,USA,Arizona,,,,2011,,,"West Nile virus isolate BSL4-11, complete genome",,
x,x,JQ700439,11029,Homo sapiens,USA,Mississippi,,,,2011,,,"West Nile virus isolate BSL6-11, complete genome",,
x,x,JQ700440,11029,Homo sapiens,USA,Arizona,,,,2011,,,"West Nile virus isolate BSL23-11, complete genome",,
x,x,JQ700441,11029,Homo sapiens,USA,California,,,,2011,,,"West Nile virus isolate BSL24-11, complete genome",,
x,x,JQ700442,11029,Homo sapiens,USA,New York,,,,2011,,,"West Nile virus isolate BSL26-11, complete genome",,
,x,JX015515,10954,Culex tarsalis,USA,Texas,El Paso,El Paso,,6/28/05,,,"West Nile virus isolate TX_AR5-2686 polyprotein gene, complete cds",,
,x,JX015516,11002,Culex tarsalis,USA,Texas,El Paso,El Paso,,8/14/07,,,"West Nile virus isolate TX_AR7-6745 polyprotein gene, complete cds",,
,x,JX015517,10994,Culex tarsalis,USA,Texas,El Paso,El Paso,,8/26/08,,,"West Nile virus isolate TX_AR8-5947 polyprotein gene, complete cds",,
,x,JX015518,11001,Culex quinquefasciatus,Mexico,Chihuahua,Juarez,Cuidad Juarez,,9/9/08,,,"West Nile virus isolate TX_AR8-6866 polyprotein gene, complete cds",,
,x,JX015519,11018,Culex quinquefasciatus,USA,Texas,El Paso,El Paso,,7/28/09,,,"West Nile virus isolate TX_AR9-5282 polyprotein gene, complete cds",,
,x,JX015520,10949,Culex quinquefasciatus,Mexico,Chihuahua,Juarez,Cuidad Juarez,,8/11/09,,,"West Nile virus isolate TX_AR9-6115 polyprotein gene, complete cds",,
,x,JX015521,10999,Culex tarsalis,USA,Texas,El Paso,El Paso,,9/1/09,,,"West Nile virus isolate TX_AR9-7465 polyprotein gene, complete cds",,
,x,JX015522,10976,Culex tarsalis,USA,Texas,El Paso,El Paso,,8/17/10,,,"West Nile virus isolate TX_AR10-5718 polyprotein gene, complete cds",,
,x,JX015523,10997,Culex tarsalis,USA,Texas,El Paso,El Paso,,8/31/10,,,"West Nile virus isolate TX_AR10-6572 polyprotein gene, complete cds",,
,x,KC333374,11028,Passer domesticus,USA,Texas,Harris,,,8/26/11,,,"West Nile virus isolate TX8092, partial genome",,
,x,KC333375,10932,Passer domesticus,USA,Texas,Harris,,,8/4/12,,,"West Nile virus isolate TX8349, partial genome",,
,x,KC333376,11009,Cyanocitta cristata,USA,Texas,Harris,Katy,,6/14/12,,,"West Nile virus isolate TX8546, partial genome",,
,x,KC333377,10985,Cyanocitta cristata,USA,Texas,Harris,Katy,,6/14/12,,,"West Nile virus isolate TX8551, partial genome",,
,x,KC333378,10991,Cyanocitta cristata,USA,Texas,Harris,Pasadena,,6/28/12,,,"West Nile virus isolate TX8559, partial genome",,
,x,KC333379,10985,Cyanocitta cristata,USA,Texas,Harris,Houston,,6/28/12,,,"West Nile virus isolate TX8560, partial genome",,
,x,KC333380,10989,Cyanocitta cristata,USA,Texas,Harris,Katy,,6/29/12,,,"West Nile virus isolate TX8562, partial genome",,
,x,KC333381,10999,Cyanocitta cristata,USA,Texas,Harris,Houston,,7/4/12,,,"West Nile virus isolate TX8567, partial genome",,
,x,KC333382,10967,Cyanocitta cristata,USA,Texas,Harris,Houston,,7/6/12,,,"West Nile virus isolate TX8571, partial genome",,
,x,KC333383,11002,Cyanocitta cristata,USA,Texas,Harris,Houston,,7/6/12,,,"West Nile virus isolate TX8572, partial genome",,
,x,KC333384,10991,,USA,Texas,Harris,,,7/11/12,,,"West Nile virus isolate TX8589, partial genome",,
,x,KC333385,10982,Cyanocitta cristata,USA,Texas,Harris,,,7/11/12,,,"West Nile virus isolate TX8590, partial genome",,
,x,KC333386,10979,Cyanocitta cristata,USA,Texas,Harris,,,7/18/12,,,"West Nile virus isolate TX8599, partial genome",,
,x,KC333387,11020,Passer domesticus,USA,Texas,Harris,,,7/18/12,,,"West Nile virus isolate TX8604, partial genome",,
,x,KC711057,11027,Culex quinquefasciatus,USA,Texas,Denton,Denton,,5/30/12,,,"West Nile virus isolate TX_AR12-1486, complete genome",,
,x,KC711058,11016,Culex quinquefasciatus,USA,Texas,Collin,Plano,,6/5/12,,,"West Nile virus isolate TX_AR12-1648, partial genome",,
,x,KC711059,11029,Culex restuans,USA,Texas,Collin,Fairview,,10/9/12,,,"West Nile virus isolate TX_AR12-10674, complete genome",,
,x,KC736486,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,07/02/12,,,"West Nile virus isolate AVA1202598, complete genome",,
,x,KC736487,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,07/02/12,,,"West Nile virus isolate AVA1202600, complete genome",,
,x,KC736488,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,07/02/12,,,"West Nile virus isolate AVA1202606, complete genome",,
,x,KC736489,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,07/02/12,,,"West Nile virus isolate AVA1202615, complete genome",,
,x,KC736490,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,07/02/12,,,"West Nile virus isolate AVA1202621, complete genome",,
,x,KC736491,11029,Culex quinquefasciatus,USA,Texas,Dallas,Grand Prairie,,07/03/12,,,"West Nile virus isolate AVA1202624, complete genome",,
,x,KC736492,11029,Culex quinquefasciatus,USA,Texas ,Dallas,Dallas,,07/03/12,,,"West Nile virus isolate AVA1202689, complete genome",,
,x,KC736493,11029,Culex quinquefasciatus,USA,Texas ,Dallas,Dallas,,07/03/12,,,"West Nile virus isolate AVA1202696, complete genome",,
,x,KC736494,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,08/14/12,,,"West Nile virus isolate AVA1204250, complete genome",,
,x,KC736495,11029,Culex quinquefasciatus,USA,Texas,Dallas,Dallas,,08/16/12,,,"West Nile virus isolate AVA1204331, complete genome",,
,x,KC736496,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,08/15/12,,,"West Nile virus isolate AVA1204356, complete genome",,
,x,KC736497,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,08/20/12,,,"West Nile virus isolate AVA1204485, complete genome",,
,x,KC736498,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,08/21/12,,,"West Nile virus isolate AVA1204579, complete genome",,
,x,KC736499,11029,Culex quinquefasciatus,USA,Texas,Montgomery,The Woodlands,,08/21/12,,,"West Nile virus isolate AVA1204580, complete genome",,
,x,KC736500,11029,Culex quinquefasciatus,USA,Texas,Dallas,Garland,,08/28/12,,,"West Nile virus isolate AVA1204753, complete genome",,
,x,KC736501,11029,Culex quinquefasciatus,USA,Texas,Dallas,Garland,,08/29/12,,,"West Nile virus isolate AVA1204895, complete genome",,
,x,KC736502,11029,Culex quinquefasciatus,USA,Texas,Dallas,Garland,,08/15/12,,,"West Nile virus isolate AVA1204260, complete genome",,
x,x,KF367469,10763,flamingo,British Virgin Islands,Necker Island,,,heart,3/30/13,,,"West Nile virus isolate BVI2013_Heart, complete genome",,
,x,KF704147,11008,Culex quinquefasciatus,USA,Arizona,Maricopa,Glendale,,8/1/10,,,"West Nile virus strain AZ10-91, complete genome",,
,x,KF704153,11017,Culex quinquefasciatus,USA,Arizona,Maricopa,Gilbert,,8/6/10,,,"West Nile virus strain AZ10-581, complete genome",,
,x,KF704158,11024,Culex quinquefasciatus,USA,Arizona,Maricopa,Gilbert,,8/9/10,,,"West Nile virus strain AZ10-892, complete genome",,
x,x,KJ145799,10621,Ochlerotatus sollicitans,USA,Connecticut,,,pooled insects,8/29/2005,,,"West Nile virus isolate WNV-1/US/BID-V4106/2005, complete genome",,
x,x,KJ145827,10566,Corvus brachyrhynchos,USA,New York,,,brain,9/13/2010,,,"West Nile virus isolate WNV-1/US/BID-V6056/2010, complete genome",,
x,x,KJ145828,10616,Corvus brachyrhynchos,USA,New York,,,brain,09/12/10,,,"West Nile virus isolate WNV-1/US/BID-V6057/2010, complete genome",,
x,x,KJ145829,10455,Corvus brachyrhynchos,USA,New York,,,brain,09/20/10,,,"West Nile virus isolate WNV-1/US/BID-V6058/2010, complete genome",,
x,x,KJ145832,10621,Loriinae subfamily,USA,New Mexico,,,"kidney,abdominal cavity",08/30/07,,,"West Nile virus isolate WNV-1/US/BID-V4529/2007, complete genome",,
x,x,KJ501096,11028,Culex tarsalis,USA,California,,,pooled insects,08/29/11,,,"West Nile virus isolate WNV-1/US/BID-V7383/2011, complete genome",,
x,x,KJ501098,11025,Culex pipiens,USA,California,,,pooled insects,10/03/11,,,"West Nile virus isolate WNV-1/US/BID-V7386/2011, complete genome",,
x,x,KJ501099,11028,Culex tarsalis,USA,California,,,pooled insects,07/29/09,,,"West Nile virus isolate WNV-1/US/BID-V7387/2009, complete genome",,
x,x,KJ501100,11028,Culex tarsalis,USA,California,,,pooled insects,08/03/09,,,"West Nile virus isolate WNV-1/US/BID-V7388/2009, complete genome",,
x,x,KJ501101,11002,Culex pipiens,USA,California,,,pooled insects,08/03/09,,,"West Nile virus isolate WNV-1/US/BID-V7389/2009, complete genome",,
x,x,KJ501102,10960,Culex tarsalis,USA,California,,,pooled insects,08/18/09,,,"West Nile virus isolate WNV-1/US/BID-V7390/2009, complete genome",,
x,x,KJ501103,11030,Culex tarsalis,USA,California,,,pooled insects,08/19/03,,,"West Nile virus isolate WNV-1/US/BID-V7391/2003, complete genome",,
x,x,KJ501104,10987,Culex tarsalis,USA,California,,,pooled insects,08/19/03,,,"West Nile virus isolate WNV-1/US/BID-V7392/2003, complete genome",,
x,x,KJ501105,10891,Culex tarsalis,USA,California,,,pooled insects,08/19/03,,,"West Nile virus isolate WNV-1/US/BID-V7393/2003, complete genome",,
x,x,KJ501106,10994,Culex tarsalis,USA,California,,,pooled insects,06/12/08,,,"West Nile virus isolate WNV-1/US/BID-V7394/2008, complete genome",,
x,x,KJ501107,11033,Culex tarsalis,USA,California,,,pooled insects,09/16/03,,,"West Nile virus isolate WNV-1/US/BID-V7395/2003, complete genome",,
x,x,KJ501108,10946,Culex tarsalis,USA,California,,,pooled insects,07/10/07,,,"West Nile virus isolate WNV-1/US/BID-V7396/2007, complete genome",,
x,x,KJ501109,11031,Culex tarsalis,USA,California,,,pooled insects,07/10/08,,,"West Nile virus isolate WNV-1/US/BID-V7397/2008, complete genome",,
x,x,KJ501110,11033,Culex tarsalis,USA,California,,,pooled insects,09/01/09,,,"West Nile virus isolate WNV-1/US/BID-V7398/2009, complete genome",,
x,x,KJ501111,10966,Culex tarsalis,USA,California,,,pooled insects,09/01/09,,,"West Nile virus isolate WNV-1/US/BID-V7399/2009, complete genome",,
x,x,KJ501112,10467,Culex tarsalis,USA,California,,,pooled insects,09/18/07,,,"West Nile virus isolate WNV-1/US/BID-V7400/2007, complete genome",,
x,x,KJ501113,10912,Culex tarsalis,USA,California,,,pooled insects,09/03/08,,,"West Nile virus isolate WNV-1/US/BID-V7401/2008, complete genome",,
x,x,KJ501114,11033,Culex tarsalis,USA,California,,,pooled insects,09/18/07,,,"West Nile virus isolate WNV-1/US/BID-V7402/2007, complete genome",,
x,x,KJ501115,10988,Culex tarsalis,USA,California,,,pooled insects,05/29/05,,,"West Nile virus isolate WNV-1/US/BID-V7403/2005, complete genome",,
x,x,KJ501116,11005,Culex quinquefasciatus,USA,California,,,pooled insects,09/25/08,,,"West Nile virus isolate WNV-1/US/BID-V7404/2008, complete genome",,
x,x,KJ501117,10954,Culex tarsalis,USA,California,,,pooled insects,06/08/10,,,"West Nile virus isolate WNV-1/US/BID-V7405/2010, partial genome",,
x,x,KJ501118,11005,Culex tarsalis,USA,California,,,pooled insects,02/15/11,,,"West Nile virus isolate WNV-1/US/BID-V7406/2011, partial genome",,
x,x,KJ501119,11027,Culex tarsalis,USA,California,,,pooled insects,06/19/05,,,"West Nile virus isolate WNV-1/US/BID-V7407/2005, complete genome",,
x,x,KJ501120,10951,Culex tarsalis,USA,California,,,pooled insects,06/08/10,,,"West Nile virus isolate WNV-1/US/BID-V7408/2010, partial genome",,
x,x,KJ501121,11031,Culex tarsalis,USA,California,,,pooled insects,08/30/11,,,"West Nile virus isolate WNV-1/US/BID-V7409/2011, partial genome",,
x,x,KJ501122,11033,Culex tarsalis,USA,California,,,pooled insects,08/30/11,,,"West Nile virus isolate WNV-1/US/BID-V7410/2011, partial genome",,
x,x,KJ501123,11028,Culex tarsalis,USA,California,,,pooled insects,04/14/04,,,"West Nile virus isolate WNV-1/US/BID-V7411/2004, complete genome",,
x,x,KJ501124,11007,Culex tarsalis,USA,California,,,pooled insects,09/14/10,,,"West Nile virus isolate WNV-1/US/BID-V7412/2010, partial genome",,
x,x,KJ501125,11026,Culex tarsalis,USA,California,,,pooled insects,04/28/04,,,"West Nile virus isolate WNV-1/US/BID-V7414/2004, complete genome",,
x,x,KJ501126,10989,,USA,California,,,pooled insects,01/01/07,,,"West Nile virus isolate WNV-1/US/BID-V7415/2007, complete genome",,
x,x,KJ501127,11014,,USA,California,,,pooled insects,01/01/08,,,"West Nile virus isolate WNV-1/US/BID-V7416/2008, complete genome",,
x,x,KJ501128,10807,Culex quinquefasciatus,USA,California,,,pooled insects,08/16/04,,,"West Nile virus isolate WNV-1/US/BID-V7417/2004, complete genome",,
x,x,KJ501129,10898,Culex quinquefasciatus,USA,California,,,pooled insects,08/24/04,,,"West Nile virus isolate WNV-1/US/BID-V7418/2004, complete genome",,
x,x,KJ501130,11007,Culex quinquefasciatus,USA,California,,,pooled insects,05/22/08,,,"West Nile virus isolate WNV-1/US/BID-V7419/2008, complete genome",,
x,x,KJ501131,11028,Culex quinquefasciatus,USA,California,,,pooled insects,05/17/04,,,"West Nile virus isolate WNV-1/US/BID-V7420/2004, complete genome",,
x,x,KJ501132,10989,Culex quinquefasciatus,USA,California,,,pooled insects,10/18/07,,,"West Nile virus isolate WNV-1/US/BID-V7421/2007, complete genome",,
x,x,KJ501133,11033,Culex quinquefasciatus,USA,California,,,pooled insects,09/25/08,,,"West Nile virus isolate WNV-1/US/BID-V7422/2008, complete genome",,
x,x,KJ501134,11031,Culex quinquefasciatus,USA,California,,,pooled insects,08/11/10,,,"West Nile virus isolate WNV-1/US/BID-V7423/2010, complete genome",,
x,x,KJ501135,11029,Culex quinquefasciatus,USA,California,,,pooled insects,08/12/10,,,"West Nile virus isolate WNV-1/US/BID-V7425/2010, complete genome",,
x,x,KJ501136,10990,Culex quinquefasciatus,USA,California,,,pooled insects,08/12/10,,,"West Nile virus isolate WNV-1/US/BID-V7426/2010, complete genome",,
x,x,KJ501137,10984,Culex quinquefasciatus,USA,California,,,pooled insects,09/02/11,,,"West Nile virus isolate WNV-1/US/BID-V7427/2011, complete genome",,
x,x,KJ501138,11028,Culex quinquefasciatus,USA,California,,,pooled insects,09/02/11,,,"West Nile virus isolate WNV-1/US/BID-V7428/2011, complete genome",,
x,x,KJ501139,10894,Culex quinquefasciatus,USA,California,,,pooled insects,09/02/11,,,"West Nile virus isolate WNV-1/US/BID-V7429/2011, complete genome",,
x,x,KJ501140,11028,Culex quinquefasciatus,USA,California,,,pooled insects,09/02/11,,,"West Nile virus isolate WNV-1/US/BID-V7430/2011, complete genome",,
x,x,KJ501141,10951,Culex quinquefasciatus,USA,California,,,pooled insects,09/02/11,,,"West Nile virus isolate WNV-1/US/BID-V7431/2011, complete genome",,
x,x,KJ501142,11005,Culex stigmatosoma,USA,California,,,pooled insects,09/02/11,,,"West Nile virus isolate WNV-1/US/BID-V7432/2011, complete genome",,
x,x,KJ501143,11031,Culex quinquefasciatus,USA,California,,,pooled insects,10/25/11,,,"West Nile virus isolate WNV-1/US/BID-V7433/2011, complete genome",,
x,x,KJ501144,10894,Culex quinquefasciatus,USA,California,,,pooled insects,10/26/11,,,"West Nile virus isolate WNV-1/US/BID-V7434/2011, complete genome",,
x,x,KJ501146,10944,Culex quinquefasciatus,USA,California,,,pooled insects,11/17/11,,,"West Nile virus isolate WNV-1/US/BID-V7436/2011, complete genome",,
x,x,KJ501147,10865,Culex quinquefasciatus,USA,California,,,pooled insects,07/22/08,,,"West Nile virus isolate WNV-1/US/BID-V7437/2008, complete genome",,
x,x,KJ501148,11019,Culex stigmatosoma,USA,California,,,pooled insects,06/24/11,,,"West Nile virus isolate WNV-1/US/BID-V7438/2011, complete genome",,
x,x,KJ501149,11026,Culex quinquefasciatus,USA,California,,,pooled insects,07/06/11,,,"West Nile virus isolate WNV-1/US/BID-V7441/2011, complete genome",,
x,x,KJ501150,11033,Culex quinquefasciatus,USA,California,,,pooled insects,07/06/11,,,"West Nile virus isolate WNV-1/US/BID-V7442/2011, complete genome",,
x,x,KJ501168,11002,Culex quinquefasciatus,USA,California,,,pooled insects,09/14/07,,,"West Nile virus isolate WNV-1/US/BID-V7463/2007, complete genome",,
x,x,KJ501170,10457,Culex tarsalis,USA,California,,,pooled insects,07/21/11,,,"West Nile virus isolate WNV-1/US/BID-V7465/2011, complete genome",,
x,x,KJ501178,10974,Culex tarsalis,USA,California,,,pooled insects,09/01/11,,,"West Nile virus isolate WNV-1/US/BID-V7474/2011, partial genome",,
x,x,KJ501186,11005,Culex tarsalis,USA,California,,,pooled insects,07/26/05,,,"West Nile virus isolate WNV-1/US/BID-V7484/2005, complete genome",,
x,x,KJ501195,10977,Culex tarsalis,USA,California,,,pooled insects,09/02/11,,,"West Nile virus isolate WNV-1/US/BID-V7494/2011, complete genome",,
x,x,KJ501201,10930,Culex quinquefasciatus,USA,California,,,pooled insects,09/02/11,,,"West Nile virus isolate WNV-1/US/BID-V7507/2011, partial genome",,
x,x,KJ501206,11012,Culex tarsalis,USA,California,,,pooled insects,08/18/08,,,"West Nile virus isolate WNV-1/US/BID-V7384/2008, complete genome",,
x,x,KJ501207,10450,Culex tarsalis,USA,Colorado,,,pooled insects,08/13/12,,,"West Nile virus isolate WNV-1/US/BID-V6414/2012, partial genome",,
x,x,KJ501208,10402,Culex tarsalis,USA,Colorado,,,pooled insects,07/10/12,,,"West Nile virus isolate WNV-1/US/BID-V6578/2012, partial genome",,
x,x,KJ501211,10834,Culex tarsalis,USA,Colorado,,,pooled insects,07/31/12,,,"West Nile virus isolate WNV-1/US/BID-V6584/2012, complete genome",,
